model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,abashed and sorry,0,, ,abashed and sorry,-23.171875,-19.125,-4.046875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,abbots and acolytes,0,, ,abbots and acolytes,-45.9375,-51.9375,6.0
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,abysses and puddles,0,, ,abysses and puddles,-33.3125,-33.125,-0.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,acorns and boulders,0,, ,acorns and boulders,-23.875,-25.953125,2.078125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,acorns and goblets,0,, ,acorns and goblets,-32.6875,-37.0,4.3125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,acorns and lions,0,, ,acorns and lions,-22.859375,-26.8125,3.953125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,acorns and tigers,0,, ,acorns and tigers,-21.0625,-21.25,0.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,acorns and valleys,0,, ,acorns and valleys,-23.734375,-26.875,3.140625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,actresses and lumberjacks,0,, ,actresses and lumberjacks,-36.125,-38.65625,2.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and deckhands,0,, ,admirals and deckhands,-32.375,-25.734375,-6.640625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and flowers,0,, ,admirals and flowers,-17.0625,-17.09375,0.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and knitting,0,, ,admirals and knitting,-19.859375,-24.328125,4.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and paupers,0,, ,admirals and paupers,-26.921875,-30.890625,3.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and ribbons,0,, ,admirals and ribbons,-19.34375,-23.4375,4.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,admirals and weavers,0,, ,admirals and weavers,-25.65625,-32.34375,6.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,allergic and unaccustomed,0,, ,allergic and unaccustomed,-30.046875,-37.28125,7.234375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,amber and gravel,0,, ,amber and gravel,-24.265625,-22.5,-1.765625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,amethysts and pebbles,0,, ,amethysts and pebbles,-39.5,-38.9375,-0.5625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,amphitheaters and gazebos,0,, ,amphitheaters and gazebos,-57.5,-51.96875,-5.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,annoying and teal,0,, ,annoying and teal,-22.609375,-24.09375,1.484375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,anthills and volcanoes,0,, ,anthills and volcanoes,-27.453125,-27.8125,0.359375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,ants and giraffes,0,, ,ants and giraffes,-21.546875,-22.625,1.078125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,ants and stars,0,, ,ants and stars,-20.21875,-13.65625,-6.5625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,anvils and coins,0,, ,anvils and coins,-27.1875,-28.078125,0.890625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,aprons and swords,0,, ,aprons and swords,-19.75,-20.59375,0.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,archbishops and millers,0,, ,archbishops and millers,-33.34375,-28.578125,-4.765625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,archdukes and tanners,0,, ,archdukes and tanners,-31.484375,-38.0625,6.578125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,archdukes and vagrants,0,, ,archdukes and vagrants,-33.75,-38.34375,4.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,archipelagos and sandbars,0,, ,archipelagos and sandbars,-38.3125,-35.625,-2.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,arenas and sheds,0,, ,arenas and sheds,-30.609375,-39.0625,8.453125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,arrows and flowers,0,, ,arrows and flowers,-11.5703125,-10.9921875,-0.578125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,asteroids and pebbles,0,, ,asteroids and pebbles,-30.8125,-29.0,-1.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,avalanches and feathers,0,, ,avalanches and feathers,-30.265625,-25.40625,-4.859375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,avalanches and murmurs,0,, ,avalanches and murmurs,-38.78125,-28.53125,-10.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,avalanches and snowballs,0,, ,avalanches and snowballs,-34.46875,-35.65625,1.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,axes and flowers,0,, ,axes and flowers,-14.1875,-15.0859375,0.8984375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,axes and petals,0,, ,axes and petals,-17.4375,-18.9375,1.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,axes and ribbons,0,, ,axes and ribbons,-16.34375,-20.734375,4.390625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,bacteria and candy,0,, ,bacteria and candy,-21.09375,-14.9921875,-6.1015625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,ballrooms and cellars,0,, ,ballrooms and cellars,-30.75,-25.453125,-5.296875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,banners and rags,0,, ,banners and rags,-17.328125,-14.0703125,-3.2578125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,banquets and crumbs,0,, ,banquets and crumbs,-22.25,-25.734375,3.484375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-3696,3696,3027763200,banyans and ferns,0,, ,banyans and ferns,-36.71875,-30.9375,-5.78125
