model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,abashed and sorry,0,, ,abashed and sorry,-25.6875,-25.953125,0.265625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,abbots and acolytes,0,, ,abbots and acolytes,-67.5,-70.375,2.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,abysses and puddles,0,, ,abysses and puddles,-55.9375,-55.0,-0.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,acorns and boulders,0,, ,acorns and boulders,-54.375,-55.5,1.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,acorns and goblets,0,, ,acorns and goblets,-54.8125,-54.34375,-0.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,acorns and lions,0,, ,acorns and lions,-44.84375,-44.625,-0.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,acorns and tigers,0,, ,acorns and tigers,-46.84375,-45.4375,-1.40625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,acorns and valleys,0,, ,acorns and valleys,-64.125,-64.25,0.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,actresses and lumberjacks,0,, ,actresses and lumberjacks,-53.0,-52.25,-0.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and deckhands,0,, ,admirals and deckhands,-44.0,-44.75,0.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and flowers,0,, ,admirals and flowers,-25.984375,-25.984375,0.0
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and knitting,0,, ,admirals and knitting,-34.625,-35.375,0.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and paupers,0,, ,admirals and paupers,-43.46875,-44.625,1.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and ribbons,0,, ,admirals and ribbons,-44.84375,-45.5625,0.71875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,admirals and weavers,0,, ,admirals and weavers,-42.6875,-43.75,1.0625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,allergic and unaccustomed,0,, ,allergic and unaccustomed,-79.75,-79.375,-0.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,amber and gravel,0,, ,amber and gravel,-34.8125,-34.59375,-0.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,amethysts and pebbles,0,, ,amethysts and pebbles,-69.0625,-69.6875,0.625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,amphitheaters and gazebos,0,, ,amphitheaters and gazebos,-79.875,-79.875,0.0
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,annoying and teal,0,, ,annoying and teal,-34.96875,-35.4375,0.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,anthills and volcanoes,0,, ,anthills and volcanoes,-61.71875,-61.125,-0.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,ants and giraffes,0,, ,ants and giraffes,-43.21875,-43.8125,0.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,ants and stars,0,, ,ants and stars,-26.5625,-25.0625,-1.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,anvils and coins,0,, ,anvils and coins,-43.625,-43.15625,-0.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,aprons and swords,0,, ,aprons and swords,-43.9375,-43.3125,-0.625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,archbishops and millers,0,, ,archbishops and millers,-60.875,-59.96875,-0.90625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,archdukes and tanners,0,, ,archdukes and tanners,-63.625,-63.8125,0.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,archdukes and vagrants,0,, ,archdukes and vagrants,-69.5,-70.625,1.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,archipelagos and sandbars,0,, ,archipelagos and sandbars,-69.125,-68.9375,-0.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,arenas and sheds,0,, ,arenas and sheds,-33.6875,-32.6875,-1.0
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,arrows and flowers,0,, ,arrows and flowers,-25.875,-25.421875,-0.453125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,asteroids and pebbles,0,, ,asteroids and pebbles,-60.9375,-59.15625,-1.78125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,avalanches and feathers,0,, ,avalanches and feathers,-33.5625,-32.34375,-1.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,avalanches and murmurs,0,, ,avalanches and murmurs,-44.0625,-42.125,-1.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,avalanches and snowballs,0,, ,avalanches and snowballs,-52.3125,-50.75,-1.5625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,axes and flowers,0,, ,axes and flowers,-25.6875,-25.359375,-0.328125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,axes and petals,0,, ,axes and petals,-34.8125,-34.59375,-0.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-24,24,19660800,axes and ribbons,0,, ,axes and ribbons,-44.71875,-45.0625,0.34375
