model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,abashed and sorry,0,, ,abashed and sorry,-23.046875,-16.84375,-6.203125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,abbots and acolytes,0,, ,abbots and acolytes,-49.21875,-53.96875,4.75
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,abysses and puddles,0,, ,abysses and puddles,-34.0625,-38.125,4.0625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,acorns and boulders,0,, ,acorns and boulders,-26.15625,-26.078125,-0.078125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,acorns and goblets,0,, ,acorns and goblets,-34.875,-36.90625,2.03125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,acorns and lions,0,, ,acorns and lions,-23.359375,-26.015625,2.65625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,acorns and tigers,0,, ,acorns and tigers,-21.984375,-22.921875,0.9375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,acorns and valleys,0,, ,acorns and valleys,-25.46875,-32.6875,7.21875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,actresses and lumberjacks,0,, ,actresses and lumberjacks,-37.875,-40.34375,2.46875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and deckhands,0,, ,admirals and deckhands,-30.03125,-31.828125,1.796875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and flowers,0,, ,admirals and flowers,-19.46875,-20.390625,0.921875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and knitting,0,, ,admirals and knitting,-23.703125,-28.03125,4.328125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and paupers,0,, ,admirals and paupers,-28.15625,-33.875,5.71875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and ribbons,0,, ,admirals and ribbons,-23.15625,-26.15625,3.0
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,admirals and weavers,0,, ,admirals and weavers,-24.25,-33.09375,8.84375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,allergic and unaccustomed,0,, ,allergic and unaccustomed,-39.03125,-40.125,1.09375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,amber and gravel,0,, ,amber and gravel,-25.890625,-23.0625,-2.828125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,amethysts and pebbles,0,, ,amethysts and pebbles,-42.0,-40.03125,-1.96875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,amphitheaters and gazebos,0,, ,amphitheaters and gazebos,-60.71875,-48.96875,-11.75
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,annoying and teal,0,, ,annoying and teal,-22.984375,-21.03125,-1.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,anthills and volcanoes,0,, ,anthills and volcanoes,-32.53125,-33.5,0.96875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,ants and giraffes,0,, ,ants and giraffes,-27.640625,-22.875,-4.765625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,ants and stars,0,, ,ants and stars,-23.75,-15.0625,-8.6875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,anvils and coins,0,, ,anvils and coins,-31.34375,-31.109375,-0.234375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,aprons and swords,0,, ,aprons and swords,-24.5625,-26.515625,1.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,archbishops and millers,0,, ,archbishops and millers,-39.59375,-31.671875,-7.921875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,archdukes and tanners,0,, ,archdukes and tanners,-35.4375,-40.375,4.9375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,archdukes and vagrants,0,, ,archdukes and vagrants,-36.84375,-40.5625,3.71875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,archipelagos and sandbars,0,, ,archipelagos and sandbars,-38.34375,-43.15625,4.8125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,arenas and sheds,0,, ,arenas and sheds,-27.46875,-35.09375,7.625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,arrows and flowers,0,, ,arrows and flowers,-16.28125,-13.8984375,-2.3828125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,asteroids and pebbles,0,, ,asteroids and pebbles,-37.15625,-31.96875,-5.1875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,avalanches and feathers,0,, ,avalanches and feathers,-39.6875,-29.734375,-9.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,avalanches and murmurs,0,, ,avalanches and murmurs,-41.09375,-38.25,-2.84375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,avalanches and snowballs,0,, ,avalanches and snowballs,-43.5625,-38.0,-5.5625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,axes and flowers,0,, ,axes and flowers,-17.0625,-17.234375,0.171875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,axes and petals,0,, ,axes and petals,-21.21875,-22.171875,0.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,axes and ribbons,0,, ,axes and ribbons,-19.484375,-24.4375,4.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bacteria and candy,0,, ,bacteria and candy,-20.984375,-17.453125,-3.53125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,ballrooms and cellars,0,, ,ballrooms and cellars,-31.796875,-27.390625,-4.40625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,banners and rags,0,, ,banners and rags,-21.21875,-20.9375,-0.28125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,banquets and crumbs,0,, ,banquets and crumbs,-28.90625,-31.15625,2.25
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,banyans and ferns,0,, ,banyans and ferns,-34.4375,-33.0625,-1.375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,barns and marbles,0,, ,barns and marbles,-23.609375,-24.3125,0.703125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,barons and fishermen,0,, ,barons and fishermen,-22.234375,-23.40625,1.171875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,barons and paupers,0,, ,barons and paupers,-28.625,-29.5,0.875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,barons and weavers,0,, ,barons and weavers,-27.09375,-30.609375,3.515625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bassoons and kazoos,0,, ,bassoons and kazoos,-35.40625,-40.125,4.71875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,battleaxes and penknives,0,, ,battleaxes and penknives,-38.4375,-46.09375,7.65625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,battlements and cobwebs,0,, ,battlements and cobwebs,-37.9375,-40.03125,2.09375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bears and buttons,0,, ,bears and buttons,-14.5078125,-12.3984375,-2.109375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bears and kettles,0,, ,bears and kettles,-19.84375,-23.3125,3.46875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bears and ribbons,0,, ,bears and ribbons,-18.609375,-19.875,1.265625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bears and seeds,0,, ,bears and seeds,-13.1640625,-11.671875,-1.4921875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bears and teacups,0,, ,bears and teacups,-23.921875,-25.71875,1.796875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beautiful and stinky,0,, ,beautiful and stinky,-15.546875,-20.78125,5.234375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beetles and hills,0,, ,beetles and hills,-28.21875,-15.328125,-12.890625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beetles and mammoths,0,, ,beetles and mammoths,-40.96875,-32.875,-8.09375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beetles and mastodons,0,, ,beetles and mastodons,-44.46875,-32.25,-12.21875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beetles and moons,0,, ,beetles and moons,-28.765625,-25.484375,-3.28125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beggars and captains,0,, ,beggars and captains,-28.3125,-21.8125,-6.5
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,beggars and dukes,0,, ,beggars and dukes,-31.3125,-26.1875,-5.125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bicycles and robots,0,, ,bicycles and robots,-21.140625,-23.390625,2.25
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,birdhouses and cathedrals,0,, ,birdhouses and cathedrals,-41.34375,-48.0625,6.71875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,birdhouses and skyscrapers,0,, ,birdhouses and skyscrapers,-47.4375,-49.78125,2.34375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,birdhouses and turrets,0,, ,birdhouses and turrets,-33.65625,-30.828125,-2.828125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bishops and blacksmiths,0,, ,bishops and blacksmiths,-27.515625,-30.546875,3.03125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bishops and potters,0,, ,bishops and potters,-26.75,-26.96875,0.21875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bishops and seamstresses,0,, ,bishops and seamstresses,-42.96875,-42.34375,-0.625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bishops and vagabonds,0,, ,bishops and vagabonds,-38.21875,-38.1875,-0.03125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bison and sparrows,0,, ,bison and sparrows,-28.84375,-27.390625,-1.453125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bitter and purple,0,, ,bitter and purple,-14.21875,-12.9765625,-1.2421875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,blacksmiths and lawyers,0,, ,blacksmiths and lawyers,-27.703125,-24.28125,-3.421875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,blankets and kittens,0,, ,blankets and kittens,-20.203125,-25.4375,5.234375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,blizzards and butterflies,0,, ,blizzards and butterflies,-30.046875,-32.28125,2.234375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,blizzards and flurries,0,, ,blizzards and flurries,-36.0625,-35.625,-0.4375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,blizzards and mists,0,, ,blizzards and mists,-32.65625,-31.125,-1.53125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bogs and tundras,0,, ,bogs and tundras,-33.59375,-35.09375,1.5
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bombs and pebbles,0,, ,bombs and pebbles,-24.65625,-26.09375,1.4375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bonnets and cannons,0,, ,bonnets and cannons,-25.4375,-30.75,5.3125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bonnets and shields,0,, ,bonnets and shields,-24.390625,-30.1875,5.796875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bonnets and swords,0,, ,bonnets and swords,-23.53125,-23.359375,-0.171875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bonnets and wolves,0,, ,bonnets and wolves,-23.015625,-26.25,3.234375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,books and owls,0,, ,books and owls,-17.140625,-19.203125,2.0625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,boulders and butterflies,0,, ,boulders and butterflies,-22.125,-23.953125,1.828125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,boulders and feathers,0,, ,boulders and feathers,-22.78125,-15.6015625,-7.1796875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,boulders and marbles,0,, ,boulders and marbles,-21.921875,-23.640625,1.71875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bowls and sharks,0,, ,bowls and sharks,-23.796875,-20.71875,-3.078125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,breezes and tornadoes,0,, ,breezes and tornadoes,-26.53125,-24.21875,-2.3125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,breezes and typhoons,0,, ,breezes and typhoons,-27.890625,-30.484375,2.59375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,bridges and needles,0,, ,bridges and needles,-21.515625,-22.328125,0.8125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buffaloes and sparrows,0,, ,buffaloes and sparrows,-25.296875,-22.765625,-2.53125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,burlap and cashmere,0,, ,burlap and cashmere,-37.0625,-33.15625,-3.90625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,burlap and velvet,0,, ,burlap and velvet,-32.1875,-34.21875,2.03125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,butterflies and comets,0,, ,butterflies and comets,-24.8125,-22.484375,-2.328125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,butterflies and earthquakes,0,, ,butterflies and earthquakes,-27.03125,-27.90625,0.875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,butterflies and floods,0,, ,butterflies and floods,-23.40625,-20.265625,-3.140625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,butterflies and squalls,0,, ,butterflies and squalls,-29.546875,-19.421875,-10.125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,butterflies and tempests,0,, ,butterflies and tempests,-32.5625,-32.46875,-0.09375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and castles,0,, ,buttons and castles,-16.90625,-19.359375,2.453125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and deer,0,, ,buttons and deer,-14.7734375,-15.5234375,0.75
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and foxes,0,, ,buttons and foxes,-17.21875,-19.359375,2.140625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and lions,0,, ,buttons and lions,-16.59375,-23.0,6.40625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and mountains,0,, ,buttons and mountains,-16.46875,-16.0625,-0.40625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and seas,0,, ,buttons and seas,-15.59375,-17.078125,1.484375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,buttons and whales,0,, ,buttons and whales,-16.21875,-17.859375,1.640625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,cabins and citadels,0,, ,cabins and citadels,-38.75,-31.578125,-7.171875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,campfires and wildfires,0,, ,campfires and wildfires,-29.875,-26.9375,-2.9375
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,candles and foxes,0,, ,candles and foxes,-20.8125,-18.765625,-2.046875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,candles and galaxies,0,, ,candles and galaxies,-23.546875,-24.578125,1.03125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,candles and gales,0,, ,candles and gales,-21.78125,-18.109375,-3.671875
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,candles and hurricanes,0,, ,candles and hurricanes,-18.984375,-17.734375,-1.25
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,candles and nebulae,0,, ,candles and nebulae,-29.40625,-29.53125,0.125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,cannons and darts,0,, ,cannons and darts,-28.5,-22.546875,-5.953125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,cannons and needles,0,, ,cannons and needles,-29.78125,-24.265625,-5.515625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,cannons and slingshots,0,, ,cannons and slingshots,-43.78125,-37.375,-6.40625
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,canyons and marbles,0,, ,canyons and marbles,-28.796875,-31.25,2.453125
znhoughton/opt-babylm-125m-ablated-20eps-seed964,ablated,step-1164,1164,1907097600,captains and flowers,0,, ,captains and flowers,-18.78125,-16.140625,-2.640625
