model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,abashed and sorry,0,, ,abashed and sorry,-20.53125,-20.625,0.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,abbots and acolytes,0,, ,abbots and acolytes,-47.25,-53.40625,6.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,abysses and puddles,0,, ,abysses and puddles,-33.90625,-35.75,1.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,acorns and boulders,0,, ,acorns and boulders,-24.296875,-28.203125,3.90625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,acorns and goblets,0,, ,acorns and goblets,-34.90625,-39.375,4.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,acorns and lions,0,, ,acorns and lions,-22.3125,-27.46875,5.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,acorns and tigers,0,, ,acorns and tigers,-21.28125,-21.609375,0.328125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,acorns and valleys,0,, ,acorns and valleys,-29.890625,-33.1875,3.296875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,actresses and lumberjacks,0,, ,actresses and lumberjacks,-40.875,-47.6875,6.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,admirals and deckhands,0,, ,admirals and deckhands,-35.875,-34.59375,-1.28125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,admirals and flowers,0,, ,admirals and flowers,-18.765625,-18.796875,0.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,admirals and knitting,0,, ,admirals and knitting,-19.625,-25.078125,5.453125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-1296,1296,1061683200,admirals and paupers,0,, ,admirals and paupers,-27.921875,-33.21875,5.296875
